flight_i,flight_j,gap_slots,slack_available,buffer_i_no_conn,buffer_j_no_conn,buffer_i_conn,buffer_j_conn,constraint_rhs,constraint_lhs,binding,dep_airport_j,airline_j,buf_j_change
11488,11045,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
11490,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11491,10999,2,330,24.94,30.0,24.94,15.0,330,-9.94,False,ATL,Endeavor Air,-15.0
11494,12242,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
11495,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11499,12071,1,150,30.0,30.0,15.0,30.0,150,15.0,False,DTW,Skywest Airlines Inc.,0.0
11500,12289,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,PHL,United Air Lines Inc.,-15.0
11504,11548,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SAN,Delta Air Lines Inc,-15.0
11506,11701,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DTW,Delta Air Lines Inc,-15.0
11514,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11518,11247,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,DTW,American Airlines Inc.,-15.0
11520,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11522,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11523,12211,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
11526,11325,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DFW,Alaska Airlines Inc.,-15.0
11530,11429,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
11531,12211,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
11534,12151,1,150,30.0,25.01,30.0,15.0,150,-15.0,False,SLC,United Air Lines Inc.,-10.010000000000002
11536,12580,1,150,30.0,28.35,30.0,15.0,150,-15.0,False,ATL,Southwest Airlines Co.,-13.350000000000001
11537,11386,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,MCO,JetBlue Airways,-15.0
11540,10999,2,330,27.05,30.0,27.05,15.0,330,-12.05,False,ATL,Endeavor Air,-15.0
11542,11548,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SAN,Delta Air Lines Inc,-15.0
11544,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11548,10977,1,150,30.0,30.0,15.0,30.0,150,15.0,False,ATL,Endeavor Air,0.0
11552,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11554,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11555,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11557,11679,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11561,11678,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MSP,Delta Air Lines Inc,-15.0
11562,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11563,11678,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MSP,Delta Air Lines Inc,-15.0
11568,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11569,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11574,12537,1,150,30.0,26.68,30.0,15.0,150,-15.0,False,LAS,Southwest Airlines Co.,-11.68
11577,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11578,11247,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DTW,American Airlines Inc.,-15.0
11579,12159,1,150,29.35,29.15,15.85,29.15,150,13.31,False,TPA,United Air Lines Inc.,0.0
11584,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11588,11548,1,150,26.43,30.0,26.43,15.0,150,-11.43,False,SAN,Delta Air Lines Inc,-15.0
11590,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11591,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11592,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11594,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11595,11548,1,150,26.43,30.0,26.43,15.0,150,-11.43,False,SAN,Delta Air Lines Inc,-15.0
11598,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11600,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11603,12425,1,150,30.0,24.77,20.23,24.77,150,4.55,False,BZN,Southwest Airlines Co.,0.0
11604,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11608,10999,2,330,28.16,30.0,28.16,15.0,330,-13.16,False,ATL,Endeavor Air,-15.0
11609,12293,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SAN,United Air Lines Inc.,-15.0
11611,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11613,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11614,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11616,12293,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SAN,United Air Lines Inc.,-15.0
11618,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11621,10999,2,330,29.38,30.0,29.38,15.0,330,-14.38,False,ATL,Endeavor Air,-15.0
11623,10999,2,330,29.38,30.0,29.38,15.0,330,-14.38,False,ATL,Endeavor Air,-15.0
11624,12580,1,150,30.0,28.35,30.0,15.0,150,-15.0,False,ATL,Southwest Airlines Co.,-13.350000000000001
11627,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11630,11678,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MSP,Delta Air Lines Inc,-15.0
11633,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11640,11385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
11643,11385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
11645,11109,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,American Airlines Inc.,-15.0
11646,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11652,11399,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SJU,JetBlue Airways,-15.0
11654,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11656,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11661,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11668,11073,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SLC,American Airlines Inc.,-15.0
11669,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11674,11745,1,150,30.0,30.0,15.0,30.0,150,15.0,False,PHL,Frontier Airlines Inc.,0.0
11677,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11680,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11684,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11686,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11687,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11689,11690,1,150,29.24,30.0,17.81,27.19,150,9.38,False,EYW,Delta Air Lines Inc,-2.8099999999999987
11690,11998,1,150,30.0,22.56,27.19,17.81,150,-9.38,False,ATL,Skywest Airlines Inc.,-4.75
11694,11614,1,150,30.0,30.0,15.0,30.0,150,15.0,False,SEA,Delta Air Lines Inc,0.0
11695,12576,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,Southwest Airlines Co.,-15.0
11696,10999,1,150,30.0,30.0,15.2,15.0,150,-0.2,False,ATL,Endeavor Air,-15.0
11698,11546,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Delta Air Lines Inc,-15.0
11702,12285,1,150,30.0,25.63,19.37,25.63,150,6.25,False,ORD,United Air Lines Inc.,0.0
11704,11247,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,DTW,American Airlines Inc.,-15.0
11705,11728,1,150,30.0,30.0,15.0,30.0,150,15.0,False,ATL,Delta Air Lines Inc,0.0
11707,12576,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,Southwest Airlines Co.,-15.0
11709,11701,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DTW,Delta Air Lines Inc,-15.0
11711,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11714,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11715,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11716,11678,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MSP,Delta Air Lines Inc,-15.0
11718,11415,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,JetBlue Airways,-15.0
11721,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11725,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11729,11701,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DTW,Delta Air Lines Inc,-15.0
11731,11678,1,150,30.0,30.0,26.9,15.0,150,-11.9,False,MSP,Delta Air Lines Inc,-15.0
11732,11701,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DTW,Delta Air Lines Inc,-15.0
11736,12211,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
11740,11363,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,JetBlue Airways,-15.0
11741,10999,2,330,30.0,30.0,30.0,15.0,330,-15.0,False,ATL,Endeavor Air,-15.0
11745,11415,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,JetBlue Airways,-15.0
11750,11693,1,150,30.0,30.0,24.1,20.9,150,-3.19,False,MCO,Delta Air Lines Inc,-9.100000000000001
11751,11385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
11754,12173,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,TPA,United Air Lines Inc.,-15.0
11768,11548,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,SAN,Delta Air Lines Inc,-15.0
11775,11377,1,150,27.95,30.0,27.95,15.0,150,-12.95,False,FLL,JetBlue Airways,-15.0
11789,11415,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,FLL,JetBlue Airways,-15.0
11807,11636,1,150,21.89,30.0,15.0,30.0,150,15.0,False,DFW,Delta Air Lines Inc,0.0
11808,11325,1,150,28.86,30.0,28.86,15.0,150,-13.86,False,DFW,Alaska Airlines Inc.,-15.0
11823,11244,1,150,27.99,30.0,27.99,15.0,150,-12.99,False,DFW,American Airlines Inc.,-15.0
11824,11109,1,150,22.65,30.0,22.65,15.0,150,-7.65,False,ORD,American Airlines Inc.,-15.0
11836,12576,1,150,25.44,30.0,25.44,15.0,150,-10.44,False,ORD,Southwest Airlines Co.,-15.0
11837,11244,1,150,28.87,30.0,28.87,15.0,150,-13.87,False,DFW,American Airlines Inc.,-15.0
11838,11252,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MIA,American Airlines Inc.,-15.0
11839,11244,1,150,27.53,30.0,27.53,15.0,150,-12.53,False,DFW,American Airlines Inc.,-15.0
11847,11109,1,150,21.04,30.0,21.04,15.0,150,-6.04,False,ORD,American Airlines Inc.,-15.0
11849,10999,2,330,19.7,30.0,19.7,15.0,330,-4.7,False,ATL,Endeavor Air,-15.0
11850,11679,1,150,18.14,30.0,18.14,15.0,150,-3.14,False,ATL,Delta Air Lines Inc,-15.0
11852,11385,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
11853,11152,1,150,20.34,30.0,20.34,24.66,150,4.33,False,MIA,American Airlines Inc.,-5.34
11854,11464,1,150,23.45,30.0,15.0,30.0,150,15.0,False,LAS,Delta Air Lines Inc,0.0
11856,12574,1,150,18.29,30.0,18.29,25.88,150,7.6,False,MCO,Southwest Airlines Co.,-4.120000000000001
11857,11385,1,150,24.75,30.0,24.75,15.0,150,-9.75,False,MCO,JetBlue Airways,-15.0
11861,12553,1,150,20.04,30.0,15.0,30.0,150,15.0,False,MCO,Southwest Airlines Co.,0.0
11866,12574,1,150,19.12,30.0,19.12,25.88,150,6.77,False,MCO,Southwest Airlines Co.,-4.120000000000001
11875,11415,1,150,29.73,30.0,29.73,15.0,150,-14.73,False,FLL,JetBlue Airways,-15.0
11877,12576,1,150,18.35,30.0,18.35,15.0,150,-3.35,False,ORD,Southwest Airlines Co.,-15.0
11881,11363,1,150,23.13,30.0,23.13,15.0,150,-8.13,False,FLL,JetBlue Airways,-15.0
11882,11364,1,150,23.34,30.0,23.34,15.0,150,-8.34,False,FLL,JetBlue Airways,-15.0
11884,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11890,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
11893,11384,1,150,23.14,30.0,15.0,30.0,150,15.0,False,MCO,JetBlue Airways,0.0
11898,11070,1,150,23.35,30.0,15.0,30.0,150,15.0,False,MIA,American Airlines Inc.,0.0
11906,11678,1,150,25.31,30.0,25.31,15.0,150,-10.31,False,MSP,Delta Air Lines Inc,-15.0
11907,10999,2,330,20.28,30.0,20.28,15.0,330,-5.28,False,ATL,Endeavor Air,-15.0
11908,11385,1,150,22.56,30.0,22.56,15.0,150,-7.56,False,MCO,JetBlue Airways,-15.0
11910,12623,1,150,19.43,21.75,19.43,21.75,150,2.32,False,LGA,Republic Airways,0.0
11911,12537,1,150,22.97,26.68,22.97,15.0,150,-7.97,False,LAS,Southwest Airlines Co.,-11.68
11912,10999,2,330,20.33,30.0,20.33,15.0,330,-5.33,False,ATL,Endeavor Air,-15.0
11916,11244,1,150,25.96,30.0,25.96,15.0,150,-10.96,False,DFW,American Airlines Inc.,-15.0
11932,11038,1,150,20.44,30.0,15.0,30.0,150,15.0,False,CLT,American Airlines Inc.,0.0
11942,11027,1,150,21.71,30.0,21.71,15.0,150,-6.71,False,CLT,American Airlines Inc.,-15.0
11949,12289,1,150,23.75,30.0,23.75,15.0,150,-8.75,False,PHL,United Air Lines Inc.,-15.0
11959,11027,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,CLT,American Airlines Inc.,-15.0
11960,11027,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,CLT,American Airlines Inc.,-15.0
11976,11095,1,150,19.03,30.0,19.03,25.97,150,6.93,False,DFW,American Airlines Inc.,-4.030000000000001
11981,11564,1,150,23.26,30.0,15.0,30.0,150,15.0,False,DFW,Delta Air Lines Inc,0.0
11989,11325,1,150,20.24,30.0,20.24,15.0,150,-5.24,False,DFW,Alaska Airlines Inc.,-15.0
12010,11325,1,150,25.71,30.0,25.71,15.0,150,-10.71,False,DFW,Alaska Airlines Inc.,-15.0
12013,11144,1,150,29.91,30.0,29.24,15.76,150,-13.48,False,DFW,American Airlines Inc.,-14.24
12014,11325,1,150,22.5,30.0,22.5,15.0,150,-7.5,False,DFW,Alaska Airlines Inc.,-15.0
12018,11095,1,150,19.03,30.0,19.03,25.97,150,6.93,False,DFW,American Airlines Inc.,-4.030000000000001
12020,11095,1,150,12.72,30.0,12.72,25.97,150,13.24,False,DFW,American Airlines Inc.,-4.030000000000001
12030,12211,1,150,23.96,30.0,23.96,15.0,150,-8.96,False,DEN,United Air Lines Inc.,-15.0
12031,12576,1,150,17.92,30.0,17.92,15.0,150,-2.92,False,ORD,Southwest Airlines Co.,-15.0
12042,12426,2,330,22.5,14.83,22.5,14.83,330,-7.66,False,DEN,Southwest Airlines Co.,0.0
12043,12426,2,330,22.55,14.83,22.55,14.83,330,-7.71,False,DEN,Southwest Airlines Co.,0.0
12044,12426,2,330,22.69,14.83,22.69,14.83,330,-7.86,False,DEN,Southwest Airlines Co.,0.0
12045,12426,2,330,23.89,14.83,23.89,14.83,330,-9.06,False,DEN,Southwest Airlines Co.,0.0
12046,12426,2,330,22.04,14.83,22.04,14.83,330,-7.21,False,DEN,Southwest Airlines Co.,0.0
12047,12426,2,330,25.28,14.83,25.28,14.83,330,-10.45,False,DEN,Southwest Airlines Co.,0.0
12049,12426,2,330,30.0,14.83,30.0,14.83,330,-15.17,False,DEN,Southwest Airlines Co.,0.0
12050,12426,2,330,22.27,14.83,22.27,14.83,330,-7.44,False,DEN,Southwest Airlines Co.,0.0
12055,12426,2,330,21.75,14.83,21.75,14.83,330,-6.91,False,DEN,Southwest Airlines Co.,0.0
12059,10999,1,150,25.63,30.0,25.63,15.0,150,-10.63,False,ATL,Endeavor Air,-15.0
12060,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
12065,11560,1,150,22.86,30.0,15.0,30.0,150,15.0,False,MSP,Delta Air Lines Inc,0.0
12066,11701,1,150,23.03,30.0,23.03,15.0,150,-8.03,False,DTW,Delta Air Lines Inc,-15.0
12068,11546,1,150,25.73,30.0,25.73,15.0,150,-10.73,False,ATL,Delta Air Lines Inc,-15.0
12076,12576,1,150,16.52,30.0,16.52,15.0,150,-1.52,False,ORD,Southwest Airlines Co.,-15.0
12077,12576,1,150,23.43,30.0,23.43,15.0,150,-8.43,False,ORD,Southwest Airlines Co.,-15.0
12078,11946,1,150,30.0,21.03,30.0,15.0,150,-15.0,False,HSV,PSA Airlines,-6.030000000000001
12082,12211,1,150,20.54,30.0,20.54,15.0,150,-5.54,False,DEN,United Air Lines Inc.,-15.0
12083,12211,1,150,23.58,30.0,23.58,15.0,150,-8.58,False,DEN,United Air Lines Inc.,-15.0
12084,12211,1,150,23.33,30.0,23.33,15.0,150,-8.33,False,DEN,United Air Lines Inc.,-15.0
12085,12211,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,DEN,United Air Lines Inc.,-15.0
12088,12576,1,150,13.06,30.0,13.06,15.0,150,1.94,False,ORD,Southwest Airlines Co.,-15.0
12089,12211,1,150,20.74,30.0,20.74,15.0,150,-5.74,False,DEN,United Air Lines Inc.,-15.0
12090,12211,1,150,25.63,30.0,25.63,15.0,150,-10.63,False,DEN,United Air Lines Inc.,-15.0
12092,12211,1,150,21.95,30.0,21.95,15.0,150,-6.95,False,DEN,United Air Lines Inc.,-15.0
12103,11109,1,150,16.65,30.0,16.65,15.0,150,-1.65,False,ORD,American Airlines Inc.,-15.0
12104,11109,1,150,17.32,30.0,17.32,15.0,150,-2.32,False,ORD,American Airlines Inc.,-15.0
12121,11109,1,150,16.41,30.0,16.41,15.0,150,-1.41,False,ORD,American Airlines Inc.,-15.0
12137,11548,1,150,18.15,30.0,18.15,15.0,150,-3.15,False,SAN,Delta Air Lines Inc,-15.0
12138,11548,1,150,18.15,30.0,18.15,15.0,150,-3.15,False,SAN,Delta Air Lines Inc,-15.0
12139,11548,1,150,13.45,30.0,13.45,15.0,150,1.55,False,SAN,Delta Air Lines Inc,-15.0
12140,11548,1,150,18.4,30.0,18.4,15.0,150,-3.4,False,SAN,Delta Air Lines Inc,-15.0
12141,11548,1,150,21.11,30.0,21.11,15.0,150,-6.11,False,SAN,Delta Air Lines Inc,-15.0
12144,11548,1,150,19.01,30.0,19.01,15.0,150,-4.01,False,SAN,Delta Air Lines Inc,-15.0
12149,12426,2,330,28.33,14.83,28.33,14.83,330,-13.49,False,DEN,Southwest Airlines Co.,0.0
12150,12426,2,330,26.27,14.83,26.27,14.83,330,-11.43,False,DEN,Southwest Airlines Co.,0.0
12151,12426,2,330,25.01,14.83,15.0,14.83,330,-0.17,False,DEN,Southwest Airlines Co.,0.0
12153,12426,2,330,26.27,14.83,26.27,14.83,330,-11.43,False,DEN,Southwest Airlines Co.,0.0
12155,12426,2,330,25.06,14.83,25.06,14.83,330,-10.23,False,DEN,Southwest Airlines Co.,0.0
12157,12426,2,330,30.0,14.83,30.0,14.83,330,-15.17,False,DEN,Southwest Airlines Co.,0.0
12158,12426,2,330,30.0,14.83,30.0,14.83,330,-15.17,False,DEN,Southwest Airlines Co.,0.0
12159,12426,2,330,29.15,14.83,29.15,14.83,330,-14.32,False,DEN,Southwest Airlines Co.,0.0
12161,12426,2,330,27.65,14.83,27.65,14.83,330,-12.81,False,DEN,Southwest Airlines Co.,0.0
12162,11109,1,150,18.63,30.0,18.63,15.0,150,-3.63,False,ORD,American Airlines Inc.,-15.0
12164,11109,1,150,17.35,30.0,17.35,15.0,150,-2.35,False,ORD,American Airlines Inc.,-15.0
12166,11362,1,150,26.78,30.0,15.0,30.0,150,15.0,False,TPA,JetBlue Airways,0.0
12167,11109,1,150,15.38,30.0,15.38,15.0,150,-0.38,False,ORD,American Airlines Inc.,-15.0
12172,11109,1,150,22.0,30.0,22.0,15.0,150,-7.0,False,ORD,American Airlines Inc.,-15.0
12173,12061,1,150,30.0,21.46,15.0,21.46,150,6.46,False,LAX,Skywest Airlines Inc.,0.0
12174,11109,1,150,15.02,30.0,15.02,15.0,150,-0.02,False,ORD,American Airlines Inc.,-15.0
12176,11109,1,150,19.73,30.0,19.73,15.0,150,-4.73,False,ORD,American Airlines Inc.,-15.0
12179,11386,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,MCO,JetBlue Airways,-15.0
12180,11720,2,330,20.07,30.0,15.0,30.0,330,15.0,False,LGA,Delta Air Lines Inc,0.0
12181,11386,2,330,18.44,30.0,18.44,15.0,330,-3.44,False,MCO,JetBlue Airways,-15.0
12183,10999,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ATL,Endeavor Air,-15.0
12184,10999,2,330,20.17,30.0,20.17,15.0,330,-5.17,False,ATL,Endeavor Air,-15.0
12187,10999,2,330,17.32,30.0,17.32,15.0,330,-2.32,False,ATL,Endeavor Air,-15.0
12190,12483,1,150,20.95,19.79,20.95,19.79,150,-1.16,False,DEN,Southwest Airlines Co.,0.0
12191,12483,1,150,21.22,19.79,21.22,19.79,150,-1.43,False,DEN,Southwest Airlines Co.,0.0
12195,12211,1,150,26.64,30.0,26.64,15.0,150,-11.64,False,DEN,United Air Lines Inc.,-15.0
12197,12211,1,150,29.83,30.0,29.83,15.0,150,-14.83,False,DEN,United Air Lines Inc.,-15.0
12198,12211,1,150,25.37,30.0,25.37,15.0,150,-10.37,False,DEN,United Air Lines Inc.,-15.0
12199,12211,1,150,24.4,30.0,24.4,15.0,150,-9.4,False,DEN,United Air Lines Inc.,-15.0
12200,12211,1,150,28.33,30.0,28.33,15.0,150,-13.33,False,DEN,United Air Lines Inc.,-15.0
12201,12206,1,150,30.0,29.85,30.0,15.0,150,-15.0,False,IAD,United Air Lines Inc.,-14.850000000000001
12202,12211,1,150,26.07,30.0,26.07,15.0,150,-11.07,False,DEN,United Air Lines Inc.,-15.0
12203,12211,1,150,27.46,30.0,27.46,15.0,150,-12.46,False,DEN,United Air Lines Inc.,-15.0
12204,12211,1,150,26.5,30.0,26.5,15.0,150,-11.5,False,DEN,United Air Lines Inc.,-15.0
12207,12211,1,150,26.49,30.0,26.49,15.0,150,-11.49,False,DEN,United Air Lines Inc.,-15.0
12208,11731,1,150,18.1,30.0,18.1,26.9,150,8.8,False,SAN,Delta Air Lines Inc,-3.1000000000000014
12209,12211,1,150,26.33,30.0,26.33,15.0,150,-11.33,False,DEN,United Air Lines Inc.,-15.0
12210,12211,1,150,24.4,30.0,24.4,15.0,150,-9.4,False,DEN,United Air Lines Inc.,-15.0
12222,12362,1,150,21.63,20.87,21.63,20.87,150,-0.76,False,ORD,Southwest Airlines Co.,0.0
12234,12576,1,150,18.46,30.0,18.46,15.0,150,-3.46,False,ORD,Southwest Airlines Co.,-15.0
12235,12574,1,150,25.01,30.0,19.12,25.88,150,6.77,False,MCO,Southwest Airlines Co.,-4.120000000000001
12237,12576,1,150,13.28,30.0,13.28,15.0,150,1.72,False,ORD,Southwest Airlines Co.,-15.0
12239,12576,1,150,19.49,30.0,19.49,15.0,150,-4.49,False,ORD,Southwest Airlines Co.,-15.0
12240,12242,1,150,30.0,30.0,30.0,15.0,150,-15.0,False,ORD,United Air Lines Inc.,-15.0
12241,12576,1,150,18.07,30.0,18.07,15.0,150,-3.07,False,ORD,Southwest Airlines Co.,-15.0
12243,12576,1,150,20.97,30.0,20.97,15.0,150,-5.97,False,ORD,Southwest Airlines Co.,-15.0
12245,12576,1,150,18.55,30.0,18.55,15.0,150,-3.55,False,ORD,Southwest Airlines Co.,-15.0
12246,12576,1,150,17.72,30.0,17.72,15.0,150,-2.72,False,ORD,Southwest Airlines Co.,-15.0
12248,12576,1,150,18.4,30.0,18.4,15.0,150,-3.4,False,ORD,Southwest Airlines Co.,-15.0
12253,12211,1,150,29.16,30.0,29.16,15.0,150,-14.16,False,DEN,United Air Lines Inc.,-15.0
12254,12211,1,150,25.49,30.0,25.49,15.0,150,-10.49,False,DEN,United Air Lines Inc.,-15.0
12255,12211,1,150,28.64,30.0,28.64,15.0,150,-13.64,False,DEN,United Air Lines Inc.,-15.0
12256,12211,1,150,26.13,30.0,26.13,15.0,150,-11.13,False,DEN,United Air Lines Inc.,-15.0
12257,12211,1,150,29.05,30.0,29.05,15.0,150,-14.05,False,DEN,United Air Lines Inc.,-15.0
12258,12211,1,150,26.18,30.0,26.18,15.0,150,-11.18,False,DEN,United Air Lines Inc.,-15.0
12259,12211,1,150,28.83,30.0,28.83,15.0,150,-13.83,False,DEN,United Air Lines Inc.,-15.0
12260,12211,1,150,25.29,30.0,25.29,15.0,150,-10.29,False,DEN,United Air Lines Inc.,-15.0
12261,12211,1,150,27.96,30.0,27.96,15.0,150,-12.96,False,DEN,United Air Lines Inc.,-15.0
12262,12211,1,150,26.08,30.0,26.08,15.0,150,-11.08,False,DEN,United Air Lines Inc.,-15.0
12281,11734,1,150,18.5,30.0,15.0,30.0,150,15.0,False,MSP,Delta Air Lines Inc,0.0
12284,12279,1,150,16.57,25.63,16.57,25.63,150,9.06,False,ORD,United Air Lines Inc.,0.0
12295,11998,1,150,27.19,22.56,27.19,17.81,150,-9.38,False,ATL,Skywest Airlines Inc.,-4.75
12296,12006,1,150,27.32,21.97,23.03,21.97,150,-1.07,False,ORD,Skywest Airlines Inc.,0.0
12299,11244,1,150,24.47,30.0,24.47,15.0,150,-9.47,False,DFW,American Airlines Inc.,-15.0
12302,11546,1,150,23.33,30.0,23.33,15.0,150,-8.33,False,ATL,Delta Air Lines Inc,-15.0
