FlightDate,Airline,Dep_Airport,Arr_Airport,DepTime_label,Distance_type,Dep_Delay,Predicted_Delay,Delay_Probability,Buffer_No_Connections,Buffer_With_Connections,Residual_Delay_Baseline,Residual_Delay_Optimized,Cost_Baseline,Cost_Optimized,Cost_Saving,Has_Connection
2023-01-25,Endeavor Air,BWI,JFK,Afternoon,Short Haul,2.0,32.12,0.4129,30.0,30.0,2.0,0.0,6.0,30.0,-24.0,False
2023-01-11,Endeavor Air,EVV,ATL,Morning,Short Haul,-4.0,20.87,0.2302,20.87,20.87,0.0,0.0,0.0,20.87,-20.87,False
2023-01-30,Endeavor Air,LGA,PIT,Morning,Short Haul,-6.0,20.73,0.2102,20.73,20.73,0.0,0.0,0.0,20.73,-20.73,False
2023-01-03,Endeavor Air,DTW,PHL,Morning,Short Haul,-2.0,27.62,0.3211,27.62,27.62,0.0,0.0,0.0,27.62,-27.62,True
2023-01-19,Endeavor Air,ATL,ROA,Morning,Short Haul,-5.0,24.16,0.2536,24.16,24.16,0.0,0.0,0.0,24.16,-24.16,False
2023-01-06,Endeavor Air,JFK,BNA,Morning,Short Haul,-9.0,23.88,0.2281,23.88,23.88,0.0,0.0,0.0,23.88,-23.88,False
2023-01-18,Endeavor Air,MSP,MDW,Afternoon,Short Haul,-1.0,30.68,0.3573,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-11,Endeavor Air,MKE,LGA,Morning,Short Haul,-5.0,22.7,0.24,22.7,22.7,0.0,0.0,0.0,22.7,-22.7,True
2023-01-09,Endeavor Air,ATL,HPN,Afternoon,Short Haul,-2.0,23.73,0.2754,23.73,23.73,0.0,0.0,0.0,23.73,-23.73,False
2023-01-11,Endeavor Air,CHS,JFK,Morning,Short Haul,-3.0,19.99,0.1943,19.99,19.99,0.0,0.0,0.0,19.99,-19.99,False
2023-01-11,Endeavor Air,MEM,MSP,Morning,Short Haul,-9.0,22.02,0.2298,22.02,22.02,0.0,0.0,0.0,22.02,-22.02,True
2023-01-01,Endeavor Air,ATL,BTR,Morning,Short Haul,-2.0,20.14,0.2204,20.14,20.14,0.0,0.0,0.0,20.14,-20.14,False
2023-01-24,Endeavor Air,ATL,AEX,Afternoon,Short Haul,-5.0,22.43,0.2686,22.43,22.43,0.0,0.0,0.0,22.43,-22.43,False
2023-01-29,Endeavor Air,ATL,AEX,Afternoon,Short Haul,-1.0,32.02,0.3547,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-17,Endeavor Air,ATL,CHO,Morning,Short Haul,-1.0,22.28,0.2436,22.28,22.28,0.0,0.0,0.0,22.28,-22.28,False
2023-01-08,Endeavor Air,ATL,XNA,Morning,Short Haul,-5.0,27.16,0.2518,27.16,27.16,0.0,0.0,0.0,27.16,-27.16,False
2023-01-12,Endeavor Air,ATL,DHN,Afternoon,Short Haul,7.0,26.97,0.3917,26.97,26.97,7.0,0.0,21.0,26.97,-5.97,False
2023-01-25,Endeavor Air,SDF,LGA,Afternoon,Short Haul,40.0,24.84,0.4001,24.84,24.84,40.0,15.16,120.0,70.31,49.69,False
2023-01-12,Endeavor Air,LGA,DAY,Afternoon,Short Haul,-14.0,26.15,0.34,26.15,26.15,0.0,0.0,0.0,26.15,-26.15,False
2023-01-11,Endeavor Air,BHM,LGA,Morning,Short Haul,-9.0,21.65,0.2453,21.65,21.65,0.0,0.0,0.0,21.65,-21.65,True
2023-01-25,Endeavor Air,JFK,DTW,Afternoon,Short Haul,-5.0,30.53,0.3667,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-25,Endeavor Air,MSP,JFK,Afternoon,Short Haul,175.0,56.19,0.596,30.0,30.0,175.0,145.0,525.0,465.0,60.0,False
2023-01-11,Endeavor Air,ROA,LGA,Morning,Short Haul,-4.0,19.64,0.1943,19.64,19.64,0.0,0.0,0.0,19.64,-19.64,True
2023-01-03,Endeavor Air,DAY,ATL,Afternoon,Short Haul,21.0,26.41,0.37,26.41,26.41,21.0,0.0,63.0,26.41,36.59,False
2023-01-11,Endeavor Air,IND,JFK,Morning,Short Haul,-5.0,19.9,0.2399,19.9,19.9,0.0,0.0,0.0,19.9,-19.9,False
2023-01-30,Endeavor Air,ATL,TYS,Evening,Short Haul,-2.0,37.25,0.288,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-11,Endeavor Air,JAX,LGA,Morning,Short Haul,-5.0,20.91,0.2126,20.91,20.91,0.0,0.0,0.0,20.91,-20.91,True
2023-01-11,Endeavor Air,MEM,LGA,Morning,Short Haul,-10.0,22.02,0.2298,22.02,22.02,0.0,0.0,0.0,22.02,-22.02,True
2023-01-01,Endeavor Air,ATL,AEX,Morning,Short Haul,6.0,20.14,0.2204,20.14,20.14,6.0,0.0,18.0,20.14,-2.14,False
2023-01-11,Endeavor Air,CVG,MSP,Morning,Short Haul,-5.0,21.96,0.2464,21.96,21.96,0.0,0.0,0.0,21.96,-21.96,True
2023-01-17,Endeavor Air,LGA,CHO,Morning,Short Haul,1.0,21.19,0.243,21.19,21.19,1.0,0.0,3.0,21.19,-18.19,False
2023-01-12,Endeavor Air,SAV,LGA,Morning,Short Haul,-5.0,24.75,0.2496,24.75,18.85,0.0,0.0,0.0,18.85,-18.85,True
2023-01-03,Endeavor Air,CHO,ATL,Afternoon,Short Haul,2.0,27.24,0.3075,27.24,27.24,2.0,0.0,6.0,27.24,-21.24,False
2023-01-30,Endeavor Air,LGA,BUF,Morning,Short Haul,-5.0,20.73,0.2102,20.73,20.73,0.0,0.0,0.0,20.73,-20.73,False
2023-01-04,Endeavor Air,ATL,CAE,Morning,Short Haul,0.0,28.3,0.3046,28.3,28.3,0.0,0.0,0.0,28.3,-28.3,False
2023-01-12,Endeavor Air,JFK,CLT,Afternoon,Short Haul,-2.0,28.78,0.3478,28.78,28.78,0.0,0.0,0.0,28.78,-28.78,True
2023-01-14,Endeavor Air,JFK,ROC,Morning,Short Haul,32.0,24.21,0.2779,24.21,24.21,32.0,7.79,96.0,47.58,48.42,False
2023-01-17,Endeavor Air,MSN,LGA,Afternoon,Short Haul,-5.0,24.85,0.2776,24.85,24.85,0.0,0.0,0.0,24.85,-24.85,False
2023-01-10,Endeavor Air,ATL,AEX,Morning,Short Haul,-5.0,21.26,0.2271,21.26,21.26,0.0,0.0,0.0,21.26,-21.26,False
2023-01-02,Endeavor Air,ATL,EVV,Evening,Short Haul,-6.0,57.89,0.3087,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-08,American Airlines Inc.,LAX,OGG,Evening,Medium Haul,-8.0,29.77,0.3872,29.77,29.77,0.0,0.0,0.0,29.77,-29.77,False
2023-01-07,American Airlines Inc.,LAX,JFK,Morning,Medium Haul,-3.0,18.02,0.2625,18.02,15.0,0.0,0.0,0.0,15.0,-15.0,True
2023-01-04,American Airlines Inc.,MIA,SJU,Morning,Short Haul,-3.0,20.98,0.2401,20.98,15.0,0.0,0.0,0.0,15.0,-15.0,True
2023-01-01,American Airlines Inc.,DFW,SAV,Evening,Short Haul,2.0,30.61,0.3611,30.0,30.0,2.0,0.0,6.0,30.0,-24.0,False
2023-01-30,American Airlines Inc.,DFW,SNA,Evening,Short Haul,101.0,31.31,0.3589,30.0,30.0,101.0,71.0,303.0,243.0,60.0,False
2023-01-31,American Airlines Inc.,CID,DFW,Morning,Short Haul,-2.0,25.49,0.1639,25.49,25.49,0.0,0.0,0.0,25.49,-25.49,False
2023-01-18,American Airlines Inc.,DFW,PHL,Afternoon,Short Haul,12.0,27.89,0.3538,27.89,27.89,12.0,0.0,36.0,27.89,8.11,False
2023-01-31,American Airlines Inc.,DFW,PHX,Morning,Short Haul,14.0,50.98,0.3342,30.0,30.0,14.0,0.0,42.0,30.0,12.0,False
2023-01-30,American Airlines Inc.,CLT,LAS,Morning,Medium Haul,-2.0,18.25,0.2126,18.25,18.25,0.0,0.0,0.0,18.25,-18.25,False
2023-01-31,American Airlines Inc.,BOI,DFW,Morning,Short Haul,-8.0,28.4,0.2429,28.4,28.4,0.0,0.0,0.0,28.4,-28.4,False
2023-01-29,American Airlines Inc.,DFW,GRR,Evening,Short Haul,-1.0,30.32,0.3683,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-08,American Airlines Inc.,CLT,EYW,Evening,Short Haul,-3.0,27.76,0.2936,27.76,27.76,0.0,0.0,0.0,27.76,-27.76,False
2023-01-09,American Airlines Inc.,CLT,EYW,Evening,Short Haul,-2.0,32.19,0.3072,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-16,American Airlines Inc.,PHL,PHX,Morning,Medium Haul,-10.0,20.83,0.2391,20.83,20.83,0.0,0.0,0.0,20.83,-20.83,True
2023-01-30,American Airlines Inc.,ORD,LAS,Morning,Medium Haul,-5.0,28.4,0.3308,28.4,28.4,0.0,0.0,0.0,28.4,-28.4,False
2023-01-20,American Airlines Inc.,LAS,MIA,Evening,Medium Haul,156.0,35.09,0.4554,30.0,30.0,156.0,126.0,468.0,408.0,60.0,False
2023-01-02,American Airlines Inc.,CLT,SFO,Evening,Medium Haul,0.0,27.87,0.3514,27.87,27.87,0.0,0.0,0.0,27.87,-27.87,False
2023-01-29,American Airlines Inc.,MIA,STL,Evening,Short Haul,4.0,28.78,0.4084,28.78,28.78,4.0,0.0,12.0,28.78,-16.78,False
2023-01-04,American Airlines Inc.,SJU,ORD,Afternoon,Medium Haul,120.0,47.3,0.5343,30.0,30.0,120.0,90.0,360.0,300.0,60.0,False
2023-01-11,American Airlines Inc.,LAS,CLT,Morning,Medium Haul,-3.0,18.44,0.2051,18.44,18.44,0.0,0.0,0.0,18.44,-18.44,False
2023-01-12,American Airlines Inc.,CVG,CLT,Afternoon,Short Haul,5.0,28.73,0.4046,28.73,28.73,5.0,0.0,15.0,28.73,-13.73,True
2023-01-19,American Airlines Inc.,MIA,JFK,Evening,Short Haul,-5.0,32.3,0.4149,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-16,American Airlines Inc.,PHX,RNO,Morning,Short Haul,-3.0,20.4,0.242,20.4,20.4,0.0,0.0,0.0,20.4,-20.4,False
2023-01-29,American Airlines Inc.,PHX,RNO,Morning,Short Haul,188.0,21.12,0.2331,21.12,21.12,188.0,166.88,564.0,521.76,42.24,False
2023-01-06,American Airlines Inc.,DFW,HDN,Afternoon,Short Haul,81.0,27.85,0.3714,27.85,27.85,81.0,53.15,243.0,187.31,55.69,False
2023-01-11,American Airlines Inc.,DFW,HDN,Afternoon,Short Haul,87.0,28.74,0.358,28.74,28.74,87.0,58.26,261.0,203.51,57.49,False
2023-01-30,American Airlines Inc.,DFW,SNA,Afternoon,Short Haul,0.0,30.64,0.3504,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-16,American Airlines Inc.,DFW,RNO,Morning,Short Haul,-3.0,23.19,0.2413,23.19,23.19,0.0,0.0,0.0,23.19,-23.19,False
2023-01-29,American Airlines Inc.,DFW,RNO,Morning,Short Haul,-5.0,17.88,0.2098,17.88,17.88,0.0,0.0,0.0,17.88,-17.88,False
2023-01-12,American Airlines Inc.,MIA,LGA,Afternoon,Short Haul,0.0,28.1,0.2986,28.1,28.1,0.0,0.0,0.0,28.1,-28.1,False
2023-01-12,American Airlines Inc.,CLT,MEM,Morning,Short Haul,6.0,23.35,0.2685,23.35,23.35,6.0,0.0,18.0,23.35,-5.35,False
2023-01-14,American Airlines Inc.,AUS,PHL,Morning,Short Haul,-10.0,16.69,0.1942,16.69,16.69,0.0,0.0,0.0,16.69,-16.69,False
2023-01-16,American Airlines Inc.,DFW,HSV,Evening,Short Haul,-7.0,31.83,0.3519,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-06,American Airlines Inc.,CLT,PHX,Afternoon,Medium Haul,8.0,29.01,0.3709,29.01,29.01,8.0,0.0,24.0,29.01,-5.01,False
2023-01-18,American Airlines Inc.,DEN,CLT,Morning,Short Haul,13.0,56.79,0.2956,30.0,30.0,13.0,0.0,39.0,30.0,9.0,False
2023-01-31,American Airlines Inc.,PIT,DFW,Morning,Short Haul,-7.0,24.25,0.2441,24.25,24.25,0.0,0.0,0.0,24.25,-24.25,False
2023-01-01,American Airlines Inc.,DFW,PNS,Afternoon,Short Haul,35.0,28.29,0.3449,28.29,28.29,35.0,6.71,105.0,48.41,56.59,False
2023-01-02,American Airlines Inc.,DFW,PNS,Afternoon,Short Haul,28.0,30.49,0.359,30.0,30.0,28.0,0.0,84.0,30.0,54.0,False
2023-01-28,American Airlines Inc.,SLC,MIA,Afternoon,Medium Haul,-1.0,32.76,0.3934,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-04,American Airlines Inc.,BNA,CLT,Morning,Short Haul,-6.0,21.01,0.2499,21.01,15.0,0.0,0.0,0.0,15.0,-15.0,True
2023-01-13,American Airlines Inc.,RDU,MIA,Morning,Short Haul,14.0,20.3,0.2482,20.3,20.3,14.0,0.0,42.0,20.3,21.7,False
2023-01-02,American Airlines Inc.,LIH,PHX,Evening,Medium Haul,11.0,34.62,0.3719,30.0,25.37,11.0,0.0,33.0,25.37,7.63,False
2023-01-12,American Airlines Inc.,EYW,CLT,Afternoon,Short Haul,11.0,28.55,0.3339,28.55,28.55,11.0,0.0,33.0,28.55,4.45,True
2023-01-30,American Airlines Inc.,PHX,LIH,Morning,Medium Haul,26.0,20.31,0.2512,20.31,20.31,26.0,5.69,78.0,37.39,40.61,False
2023-01-29,American Airlines Inc.,DFW,LAX,Morning,Short Haul,115.0,17.88,0.2098,17.88,17.88,115.0,97.12,345.0,309.24,35.76,False
2023-01-20,American Airlines Inc.,PHX,HNL,Morning,Medium Haul,-3.0,18.98,0.2481,18.98,18.98,0.0,0.0,0.0,18.98,-18.98,False
2023-01-20,American Airlines Inc.,LIH,PHX,Evening,Medium Haul,6.0,37.14,0.4769,30.0,30.0,6.0,0.0,18.0,30.0,-12.0,False
2023-01-27,American Airlines Inc.,CLT,RSW,Morning,Short Haul,11.0,15.75,0.1861,15.75,15.75,11.0,0.0,33.0,15.75,17.25,False
2023-01-07,American Airlines Inc.,PHL,PHX,Afternoon,Medium Haul,-4.0,25.5,0.3989,25.5,25.5,0.0,0.0,0.0,25.5,-25.5,False
2023-01-31,American Airlines Inc.,BHM,DFW,Morning,Short Haul,164.0,24.2,0.263,24.2,24.2,164.0,139.8,492.0,443.59,48.41,False
2023-01-09,American Airlines Inc.,DFW,EYW,Afternoon,Short Haul,10.0,26.43,0.3156,26.43,26.43,10.0,0.0,30.0,26.43,3.57,False
2023-01-04,American Airlines Inc.,CLT,SFO,Morning,Medium Haul,42.0,27.1,0.4541,27.1,27.1,42.0,14.9,126.0,71.81,54.19,False
2023-01-05,American Airlines Inc.,CLT,SRQ,Morning,Short Haul,-2.0,18.83,0.2367,18.83,18.83,0.0,0.0,0.0,18.83,-18.83,False
2023-01-31,American Airlines Inc.,MEM,DFW,Morning,Short Haul,-9.0,33.7,0.2565,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-02,American Airlines Inc.,CLT,DEN,Morning,Short Haul,18.0,16.63,0.2205,16.63,16.63,18.0,1.37,54.0,20.74,33.26,True
2023-01-08,American Airlines Inc.,DFW,RDU,Afternoon,Short Haul,61.0,25.54,0.3505,25.54,25.54,61.0,35.46,183.0,131.92,51.08,False
2023-01-19,American Airlines Inc.,MIA,RDU,Afternoon,Short Haul,204.0,30.46,0.3923,30.0,30.0,204.0,174.0,612.0,552.0,60.0,False
2023-01-10,American Airlines Inc.,DFW,SNA,Afternoon,Short Haul,-6.0,28.12,0.3278,28.12,28.12,0.0,0.0,0.0,28.12,-28.12,False
2023-01-12,American Airlines Inc.,SRQ,CLT,Afternoon,Short Haul,19.0,27.78,0.353,27.78,27.78,19.0,0.0,57.0,27.78,29.22,True
2023-01-09,American Airlines Inc.,DFW,SBA,Morning,Short Haul,-6.0,17.84,0.2285,17.84,17.84,0.0,0.0,0.0,17.84,-17.84,False
2023-01-13,American Airlines Inc.,FLL,PHL,Afternoon,Short Haul,41.0,32.44,0.4209,30.0,30.0,41.0,11.0,123.0,63.0,60.0,False
2023-01-24,American Airlines Inc.,ORD,IAH,Morning,Short Haul,-8.0,18.91,0.1913,18.91,18.91,0.0,0.0,0.0,18.91,-18.91,False
2023-01-12,American Airlines Inc.,DAB,CLT,Afternoon,Short Haul,-2.0,27.11,0.3364,27.11,27.11,0.0,0.0,0.0,27.11,-27.11,True
2023-01-12,American Airlines Inc.,TPA,CLT,Afternoon,Short Haul,8.0,27.21,0.3384,27.21,27.21,8.0,0.0,24.0,27.21,-3.21,True
2023-01-12,American Airlines Inc.,CLT,SEA,Evening,Medium Haul,3.0,34.8,0.4817,30.0,15.0,3.0,0.0,9.0,15.0,-6.0,False
2023-01-15,American Airlines Inc.,CLT,SEA,Evening,Medium Haul,-5.0,28.7,0.3755,28.7,28.7,0.0,0.0,0.0,28.7,-28.7,False
2023-01-12,American Airlines Inc.,STT,CLT,Afternoon,Medium Haul,11.0,39.89,0.4459,30.0,30.0,11.0,0.0,33.0,30.0,3.0,True
2023-01-23,American Airlines Inc.,STT,CLT,Afternoon,Medium Haul,93.0,37.08,0.4643,30.0,15.0,93.0,78.0,279.0,249.0,30.0,True
2023-01-25,American Airlines Inc.,AUS,TPA,Afternoon,Short Haul,-8.0,26.33,0.3201,26.33,26.33,0.0,0.0,0.0,26.33,-26.33,False
2023-01-03,American Airlines Inc.,LAX,ATL,Morning,Medium Haul,71.0,18.3,0.2703,18.3,18.3,71.0,52.7,213.0,176.41,36.59,True
2023-01-30,American Airlines Inc.,DFW,VPS,Evening,Short Haul,2.0,31.31,0.3589,30.0,30.0,2.0,0.0,6.0,30.0,-24.0,False
2023-01-12,American Airlines Inc.,DFW,ATL,Afternoon,Short Haul,13.0,27.38,0.3826,27.38,27.38,13.0,0.0,39.0,27.38,11.62,True
2023-01-09,American Airlines Inc.,DFW,SBP,Morning,Short Haul,-3.0,17.84,0.2285,17.84,17.84,0.0,0.0,0.0,17.84,-17.84,False
2023-01-04,American Airlines Inc.,DFW,SBP,Evening,Short Haul,2.0,30.72,0.3175,30.0,30.0,2.0,0.0,6.0,30.0,-24.0,False
2023-01-31,American Airlines Inc.,BUF,DFW,Morning,Short Haul,12.0,34.68,0.2153,30.0,30.0,12.0,0.0,36.0,30.0,6.0,False
2023-01-12,American Airlines Inc.,MCO,CLT,Afternoon,Short Haul,17.0,27.73,0.3646,27.73,27.73,17.0,0.0,51.0,27.73,23.27,True
2023-01-03,American Airlines Inc.,RSW,ORD,Morning,Short Haul,0.0,20.08,0.2417,20.08,15.0,0.0,0.0,0.0,15.0,-15.0,True
2023-01-02,American Airlines Inc.,JAX,DFW,Afternoon,Short Haul,15.0,24.3,0.276,24.3,24.3,15.0,0.0,45.0,24.3,20.7,True
2023-01-18,American Airlines Inc.,LAX,AUS,Afternoon,Short Haul,-6.0,26.72,0.3055,26.72,26.72,0.0,0.0,0.0,26.72,-26.72,False
2023-01-11,American Airlines Inc.,DFW,BNA,Morning,Short Haul,18.0,21.94,0.2654,21.94,21.94,18.0,0.0,54.0,21.94,32.06,False
2023-01-19,American Airlines Inc.,PHX,SNA,Afternoon,Short Haul,21.0,27.89,0.3524,27.89,17.35,21.0,3.65,63.0,28.3,34.7,True
2023-01-19,American Airlines Inc.,MIA,LGA,Evening,Short Haul,-1.0,32.3,0.4149,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-15,American Airlines Inc.,SFO,DFW,Morning,Short Haul,40.0,26.63,0.3734,26.63,26.63,40.0,13.37,120.0,66.75,53.25,False
2023-01-03,American Airlines Inc.,CLT,AVP,Evening,Short Haul,81.0,30.98,0.3958,30.0,15.0,81.0,66.0,243.0,213.0,30.0,False
2023-01-10,American Airlines Inc.,DFW,BUR,Morning,Short Haul,49.0,20.82,0.2301,20.82,20.82,49.0,28.18,147.0,105.36,41.64,False
2023-01-14,American Airlines Inc.,DFW,BUR,Morning,Short Haul,11.0,17.37,0.1913,17.37,17.37,11.0,0.0,33.0,17.37,15.63,False
2023-01-31,American Airlines Inc.,PHX,DFW,Morning,Short Haul,-7.0,20.02,0.2306,20.02,20.02,0.0,0.0,0.0,20.02,-20.02,False
2023-01-01,American Airlines Inc.,DFW,PNS,Evening,Short Haul,240.0,30.61,0.3611,30.0,30.0,240.0,210.0,720.0,660.0,60.0,False
2023-01-23,American Airlines Inc.,CLT,LGA,Evening,Short Haul,-2.0,30.45,0.352,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-16,American Airlines Inc.,SMF,CLT,Evening,Medium Haul,-9.0,26.96,0.2988,26.96,26.96,0.0,0.0,0.0,26.96,-26.96,False
2023-01-30,American Airlines Inc.,ORD,PHX,Evening,Short Haul,11.0,24.64,0.3185,24.64,24.64,11.0,0.0,33.0,24.64,8.36,False
2023-01-06,American Airlines Inc.,ORD,BZN,Morning,Short Haul,-8.0,20.53,0.2165,20.53,20.53,0.0,0.0,0.0,20.53,-20.53,False
2023-01-01,American Airlines Inc.,CLT,VPS,Evening,Short Haul,240.0,30.86,0.3241,30.0,30.0,240.0,210.0,720.0,660.0,60.0,False
2023-01-31,American Airlines Inc.,TUS,DFW,Morning,Short Haul,2.0,20.62,0.2365,20.62,20.62,2.0,0.0,6.0,20.62,-14.62,False
2023-01-31,American Airlines Inc.,CLT,ILM,Evening,Short Haul,144.0,28.06,0.3202,28.06,28.06,144.0,115.94,432.0,375.89,56.11,False
2023-01-05,American Airlines Inc.,DFW,DCA,Evening,Short Haul,128.0,35.28,0.2824,30.0,30.0,128.0,98.0,384.0,324.0,60.0,False
2023-01-07,American Airlines Inc.,MIA,IAH,Evening,Short Haul,-3.0,26.24,0.3191,26.24,26.24,0.0,0.0,0.0,26.24,-26.24,False
2023-01-31,American Airlines Inc.,DTW,CLT,Morning,Short Haul,-1.0,25.41,0.1903,25.41,25.41,0.0,0.0,0.0,25.41,-25.41,True
2023-01-04,American Airlines Inc.,ORF,DFW,Morning,Short Haul,6.0,22.89,0.2593,22.89,18.98,6.0,0.0,18.0,18.98,-0.98,True
2023-01-03,American Airlines Inc.,MIA,ATL,Afternoon,Short Haul,81.0,29.72,0.41,29.72,29.72,81.0,51.28,243.0,183.56,59.44,False
2023-01-12,American Airlines Inc.,MIA,ATL,Afternoon,Short Haul,-1.0,28.1,0.2986,28.1,28.1,0.0,0.0,0.0,28.1,-28.1,True
2023-01-31,American Airlines Inc.,ABQ,DFW,Morning,Short Haul,45.0,19.58,0.2535,19.58,19.58,45.0,25.42,135.0,95.84,39.16,False
2023-01-04,American Airlines Inc.,PHX,BUR,Morning,Short Haul,29.0,18.04,0.2124,18.04,18.04,29.0,10.96,87.0,50.91,36.09,False
2023-01-10,American Airlines Inc.,PHX,BUR,Morning,Short Haul,26.0,18.47,0.2503,18.47,18.47,26.0,7.53,78.0,41.06,36.94,False
2023-01-16,American Airlines Inc.,PHX,BUR,Morning,Short Haul,2.0,20.4,0.242,20.4,20.4,2.0,0.0,6.0,20.4,-14.4,False
2023-01-30,American Airlines Inc.,DCA,LAS,Morning,Medium Haul,0.0,16.87,0.2416,16.87,16.87,0.0,0.0,0.0,16.87,-16.87,False
2023-01-31,American Airlines Inc.,RNO,DFW,Morning,Short Haul,-6.0,28.5,0.2312,28.5,28.5,0.0,0.0,0.0,28.5,-28.5,False
2023-01-18,American Airlines Inc.,ORD,LAX,Afternoon,Medium Haul,24.0,31.29,0.4601,30.0,30.0,24.0,0.0,72.0,30.0,42.0,False
2023-01-02,American Airlines Inc.,DFW,SFO,Evening,Short Haul,59.0,35.04,0.3876,30.0,20.7,59.0,38.3,177.0,135.6,41.4,False
2023-01-27,American Airlines Inc.,TUL,CLT,Morning,Short Haul,14.0,17.82,0.2231,17.82,17.82,14.0,0.0,42.0,17.82,24.18,False
2023-01-24,American Airlines Inc.,PHX,IAH,Morning,Short Haul,-2.0,16.34,0.2072,16.34,16.34,0.0,0.0,0.0,16.34,-16.34,False
2023-01-24,American Airlines Inc.,CLT,IAH,Morning,Short Haul,3.0,15.84,0.1968,15.84,15.84,3.0,0.0,9.0,15.84,-6.84,False
2023-01-12,American Airlines Inc.,DFW,SBA,Evening,Short Haul,48.0,28.06,0.4022,28.06,28.06,48.0,19.94,144.0,87.88,56.12,False
2023-01-28,American Airlines Inc.,DFW,COS,Evening,Short Haul,-3.0,30.13,0.3801,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-04,American Airlines Inc.,PHX,BUR,Afternoon,Short Haul,122.0,26.07,0.3242,26.07,26.07,122.0,95.93,366.0,313.86,52.14,False
2023-01-28,American Airlines Inc.,EGE,MIA,Afternoon,Medium Haul,36.0,35.67,0.5486,30.0,30.0,36.0,6.0,108.0,48.0,60.0,False
2023-01-31,American Airlines Inc.,PSP,DFW,Morning,Short Haul,-9.0,19.31,0.2205,19.31,19.31,0.0,0.0,0.0,19.31,-19.31,False
2023-01-24,American Airlines Inc.,DFW,IAH,Morning,Short Haul,0.0,25.08,0.3098,25.08,25.08,0.0,0.0,0.0,25.08,-25.08,False
2023-01-15,American Airlines Inc.,MIA,SFO,Afternoon,Medium Haul,19.0,29.78,0.4048,29.78,23.67,19.0,0.0,57.0,23.67,33.33,True
2023-01-26,American Airlines Inc.,MIA,ORD,Evening,Short Haul,8.0,32.59,0.3771,30.0,30.0,8.0,0.0,24.0,30.0,-6.0,False
2023-01-30,American Airlines Inc.,CLT,LAS,Morning,Medium Haul,-3.0,18.25,0.2126,18.25,18.25,0.0,0.0,0.0,18.25,-18.25,False
2023-01-30,American Airlines Inc.,PHL,LAS,Morning,Medium Haul,-3.0,17.1,0.2405,17.1,17.1,0.0,0.0,0.0,17.1,-17.1,False
2023-01-16,American Airlines Inc.,MIA,EGE,Morning,Medium Haul,-3.0,16.53,0.2428,16.53,15.0,0.0,0.0,0.0,15.0,-15.0,True
2023-01-17,American Airlines Inc.,MCO,DCA,Evening,Short Haul,-9.0,29.7,0.3243,29.7,29.7,0.0,0.0,0.0,29.7,-29.7,False
2023-01-02,American Airlines Inc.,JAC,DFW,Afternoon,Short Haul,79.0,43.21,0.6367,30.0,30.0,79.0,49.0,237.0,177.0,60.0,True
2023-01-04,American Airlines Inc.,DFW,BUR,Evening,Short Haul,-5.0,30.72,0.3175,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-01-16,American Airlines Inc.,DFW,BUR,Evening,Short Haul,15.0,31.83,0.3519,30.0,30.0,15.0,0.0,45.0,30.0,15.0,False
2023-01-02,American Airlines Inc.,EGE,DFW,Afternoon,Short Haul,239.0,32.26,0.4062,30.0,30.0,239.0,209.0,717.0,657.0,60.0,True
2023-01-01,Alaska Airlines Inc.,SEA,KTN,Afternoon,Short Haul,-4.0,24.0,0.3506,24.0,20.35,0.0,0.0,0.0,20.35,-20.35,False
2023-01-01,Alaska Airlines Inc.,SAN,JFK,Morning,Medium Haul,13.0,25.2,0.4127,25.2,25.2,13.0,0.0,39.0,25.2,13.8,False
2023-01-01,Alaska Airlines Inc.,SAN,AUS,Morning,Short Haul,-2.0,24.65,0.3417,24.65,24.65,0.0,0.0,0.0,24.65,-24.65,False
2023-01-01,Alaska Airlines Inc.,SAN,LIH,Morning,Medium Haul,60.0,25.2,0.4127,25.2,25.2,60.0,34.8,180.0,129.6,50.4,False
2023-01-01,Alaska Airlines Inc.,SAN,JFK,Evening,Medium Haul,15.0,33.3,0.4607,30.0,30.0,15.0,0.0,45.0,30.0,15.0,False
2023-01-01,Alaska Airlines Inc.,SAN,MCO,Evening,Medium Haul,-3.0,33.3,0.4607,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
