FlightDate,Airline,Dep_Airport,Arr_Airport,DepTime_label,Distance_type,Dep_Delay,Predicted_Delay,Delay_Probability,Buffer_No_Connections,Buffer_With_Connections,Residual_Delay_Baseline,Residual_Delay_Optimized,Cost_Baseline,Cost_Optimized,Cost_Saving,Has_Connection
2023-04-01,Skywest Airlines Inc.,PSP,IAH,Morning,Short Haul,-7.0,12.43,0.2215,12.43,12.43,0.0,0.0,0.0,12.43,-12.43,False
2023-04-03,Skywest Airlines Inc.,ORD,PIA,Afternoon,Short Haul,10.0,25.38,0.347,25.38,25.38,10.0,0.0,30.0,25.38,4.62,False
2023-04-03,Skywest Airlines Inc.,DEN,MSO,Afternoon,Short Haul,-2.0,22.81,0.3402,22.81,22.81,0.0,0.0,0.0,22.81,-22.81,False
2023-04-04,Skywest Airlines Inc.,DCA,ORD,Morning,Short Haul,33.0,14.35,0.2223,14.35,14.35,33.0,18.65,99.0,70.3,28.7,True
2023-04-04,Skywest Airlines Inc.,CHA,ORD,Afternoon,Short Haul,140.0,20.38,0.2919,20.38,20.38,140.0,119.62,420.0,379.24,40.76,False
2023-04-04,Skywest Airlines Inc.,CAK,ORD,Afternoon,Short Haul,86.0,19.86,0.272,19.86,19.86,86.0,66.14,258.0,218.29,39.71,False
2023-04-05,Skywest Airlines Inc.,CAK,ORD,Morning,Short Haul,-3.0,17.47,0.2828,17.47,17.47,0.0,0.0,0.0,17.47,-17.47,False
2023-04-05,Skywest Airlines Inc.,CHA,ORD,Morning,Short Haul,-10.0,14.63,0.2279,14.63,14.63,0.0,0.0,0.0,14.63,-14.63,False
2023-04-05,Skywest Airlines Inc.,BHM,DEN,Afternoon,Short Haul,27.0,22.78,0.3545,22.78,22.78,27.0,4.22,81.0,35.43,45.57,False
2023-04-02,Skywest Airlines Inc.,DFW,LRD,Evening,Short Haul,128.0,42.32,0.4804,30.0,15.0,128.0,113.0,384.0,354.0,30.0,False
2023-04-16,Skywest Airlines Inc.,DFW,BPT,Evening,Short Haul,-2.0,20.42,0.2833,20.42,20.42,0.0,0.0,0.0,20.42,-20.42,False
2023-04-03,Skywest Airlines Inc.,SFO,PSP,Morning,Short Haul,-5.0,12.74,0.1779,12.74,12.74,0.0,0.0,0.0,12.74,-12.74,False
2023-04-13,Skywest Airlines Inc.,SFO,SNA,Afternoon,Short Haul,-3.0,21.08,0.3433,21.08,21.08,0.0,0.0,0.0,21.08,-21.08,False
2023-04-23,Skywest Airlines Inc.,MFR,LAX,Afternoon,Short Haul,-7.0,21.56,0.2791,21.56,21.56,0.0,0.0,0.0,21.56,-21.56,False
2023-04-09,Skywest Airlines Inc.,SFO,SNA,Evening,Short Haul,-3.0,19.95,0.2611,19.95,19.95,0.0,0.0,0.0,19.95,-19.95,False
2023-04-26,Skywest Airlines Inc.,PDX,SBA,Morning,Short Haul,-4.0,12.69,0.2066,12.69,12.69,0.0,0.0,0.0,12.69,-12.69,False
2023-04-02,Skywest Airlines Inc.,LAX,ASE,Afternoon,Short Haul,-1.0,20.04,0.2676,20.04,20.04,0.0,0.0,0.0,20.04,-20.04,False
2023-04-08,Skywest Airlines Inc.,DEN,SBP,Evening,Short Haul,-5.0,20.93,0.3133,20.93,15.0,0.0,0.0,0.0,15.0,-15.0,False
2023-04-05,Skywest Airlines Inc.,ABE,ORD,Morning,Short Haul,-5.0,11.89,0.1659,11.89,11.89,0.0,0.0,0.0,11.89,-11.89,False
2023-04-05,Skywest Airlines Inc.,SLC,IAH,Morning,Short Haul,11.0,13.31,0.1758,13.31,13.31,11.0,0.0,33.0,13.31,19.69,True
2023-04-05,Skywest Airlines Inc.,OKC,IAH,Afternoon,Short Haul,44.0,24.53,0.3706,24.53,24.53,44.0,19.47,132.0,82.94,49.06,True
2023-04-16,Skywest Airlines Inc.,ORD,CRW,Afternoon,Short Haul,19.0,28.41,0.4113,28.41,28.41,19.0,0.0,57.0,28.41,28.59,False
2023-04-06,Skywest Airlines Inc.,IAH,PIB,Morning,Short Haul,88.0,16.86,0.2767,16.86,16.86,88.0,71.14,264.0,230.28,33.72,False
2023-04-01,Allegiant Air,PGD,TYS,Afternoon,Short Haul,50.0,28.46,0.4555,28.46,28.46,50.0,21.54,150.0,93.08,56.92,False
2023-04-26,Allegiant Air,PIE,OMA,Morning,Short Haul,-11.0,22.48,0.2267,22.48,22.48,0.0,0.0,0.0,22.48,-22.48,False
2023-04-20,Allegiant Air,PIE,IAG,Morning,Short Haul,-6.0,18.78,0.2247,18.78,18.78,0.0,0.0,0.0,18.78,-18.78,False
2023-04-01,Allegiant Air,SFB,AVL,Afternoon,Short Haul,25.0,28.45,0.4454,28.45,28.45,25.0,0.0,75.0,28.45,46.55,False
2023-04-12,Allegiant Air,PBG,FLL,Afternoon,Short Haul,24.0,26.42,0.3714,26.42,26.42,24.0,0.0,72.0,26.42,45.58,False
2023-04-01,Allegiant Air,MYR,PIT,Afternoon,Short Haul,-11.0,33.39,0.3975,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-15,Allegiant Air,LCK,VPS,Afternoon,Short Haul,6.0,27.49,0.3684,27.49,27.49,6.0,0.0,18.0,27.49,-9.49,False
2023-04-29,Allegiant Air,ABE,SFB,Afternoon,Short Haul,-8.0,27.48,0.3406,27.48,27.48,0.0,0.0,0.0,27.48,-27.48,False
2023-04-16,Allegiant Air,TYS,FLL,Afternoon,Short Haul,-15.0,27.78,0.3929,27.78,27.78,0.0,0.0,0.0,27.78,-27.78,True
2023-04-07,Allegiant Air,ABE,SFB,Morning,Short Haul,-13.0,20.67,0.195,20.67,20.67,0.0,0.0,0.0,20.67,-20.67,False
2023-04-20,Allegiant Air,DSM,AUS,Afternoon,Short Haul,104.0,29.01,0.4256,29.01,29.01,104.0,74.99,312.0,253.99,58.01,False
2023-04-12,Allegiant Air,FNT,FLL,Afternoon,Short Haul,39.0,30.54,0.3741,30.0,30.0,39.0,9.0,117.0,57.0,60.0,False
2023-04-17,Allegiant Air,SYR,FLL,Morning,Short Haul,124.0,26.63,0.2535,26.63,26.63,124.0,97.37,372.0,318.75,53.25,False
2023-04-03,Allegiant Air,HOU,PVU,Afternoon,Short Haul,68.0,30.64,0.4143,30.0,30.0,68.0,38.0,204.0,144.0,60.0,False
2023-04-27,Allegiant Air,TRI,SFB,Afternoon,Short Haul,97.0,29.24,0.4353,29.24,29.24,97.0,67.76,291.0,232.52,58.48,False
2023-04-05,Allegiant Air,BLI,PSP,Morning,Short Haul,-15.0,16.42,0.2052,16.42,16.42,0.0,0.0,0.0,16.42,-16.42,False
2023-04-25,Allegiant Air,PIE,BGR,Afternoon,Short Haul,-12.0,28.9,0.3417,28.9,28.9,0.0,0.0,0.0,28.9,-28.9,False
2023-04-02,Allegiant Air,FNT,PGD,Afternoon,Short Haul,3.0,27.12,0.3424,27.12,27.12,3.0,0.0,9.0,27.12,-18.12,False
2023-04-10,Allegiant Air,LAS,SNA,Morning,Short Haul,-9.0,20.14,0.2534,20.14,20.14,0.0,0.0,0.0,20.14,-20.14,False
2023-04-27,Allegiant Air,BNA,PIE,Afternoon,Short Haul,94.0,28.13,0.3855,28.13,28.13,94.0,65.87,282.0,225.73,56.27,False
2023-04-16,Allegiant Air,SNA,DSM,Morning,Short Haul,14.0,17.18,0.2315,17.18,17.18,14.0,0.0,42.0,17.18,24.82,False
2023-04-09,Allegiant Air,LAS,FAR,Morning,Short Haul,-7.0,20.71,0.2555,20.71,20.71,0.0,0.0,0.0,20.71,-20.71,False
2023-04-17,Allegiant Air,PBG,FLL,Morning,Short Haul,123.0,33.84,0.4575,30.0,30.0,123.0,93.0,369.0,309.0,60.0,False
2023-04-03,Allegiant Air,CVG,LAX,Afternoon,Medium Haul,1.0,29.41,0.3846,29.41,29.41,1.0,0.0,3.0,29.41,-26.41,False
2023-04-10,Allegiant Air,IND,FLL,Afternoon,Short Haul,0.0,34.18,0.2889,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-16,Allegiant Air,AVL,PBI,Afternoon,Short Haul,0.0,27.3,0.3595,27.3,27.3,0.0,0.0,0.0,27.3,-27.3,False
2023-04-21,Allegiant Air,AVL,FLL,Morning,Short Haul,-8.0,21.64,0.2512,21.64,21.64,0.0,0.0,0.0,21.64,-21.64,True
2023-04-12,Allegiant Air,PIA,FLL,Afternoon,Short Haul,22.0,28.17,0.3584,28.17,28.17,22.0,0.0,66.0,28.17,37.83,False
2023-04-01,Allegiant Air,VPS,BWI,Afternoon,Short Haul,12.0,33.91,0.3738,30.0,30.0,12.0,0.0,36.0,30.0,6.0,False
2023-04-05,Allegiant Air,BGR,SFB,Afternoon,Short Haul,4.0,25.26,0.3137,25.26,25.26,4.0,0.0,12.0,25.26,-13.26,False
2023-04-13,Allegiant Air,BNA,JAX,Afternoon,Short Haul,-2.0,27.96,0.3547,27.96,27.96,0.0,0.0,0.0,27.96,-27.96,False
2023-04-16,Allegiant Air,EYW,PIT,Afternoon,Short Haul,63.0,38.57,0.5098,30.0,30.0,63.0,33.0,189.0,129.0,60.0,False
2023-04-12,Allegiant Air,FSD,FLL,Morning,Medium Haul,16.0,23.58,0.3667,23.58,23.58,16.0,0.0,48.0,23.58,24.42,False
2023-04-16,Allegiant Air,AZA,ATW,Morning,Short Haul,-13.0,21.5,0.2287,21.5,21.5,0.0,0.0,0.0,21.5,-21.5,False
2023-04-21,Allegiant Air,GSP,FLL,Morning,Short Haul,-5.0,21.1,0.2742,21.1,21.1,0.0,0.0,0.0,21.1,-21.1,True
2023-04-28,Allegiant Air,SNA,AUS,Afternoon,Short Haul,6.0,27.3,0.3442,27.3,27.3,6.0,0.0,18.0,27.3,-9.3,True
2023-04-01,Allegiant Air,PIE,BGR,Morning,Short Haul,-6.0,19.25,0.2319,19.25,19.25,0.0,0.0,0.0,19.25,-19.25,False
2023-04-16,Allegiant Air,DSM,HOU,Morning,Short Haul,-9.0,23.19,0.2239,23.19,23.19,0.0,0.0,0.0,23.19,-23.19,False
2023-04-16,Allegiant Air,BLV,PGD,Evening,Short Haul,47.0,26.72,0.4469,26.72,26.72,47.0,20.28,141.0,87.56,53.44,False
2023-04-02,American Airlines Inc.,LAX,HNL,Morning,Medium Haul,79.0,18.57,0.2494,18.57,18.57,79.0,60.43,237.0,199.87,37.13,False
2023-04-22,American Airlines Inc.,ORD,LGA,Evening,Short Haul,-6.0,30.25,0.4031,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-20,American Airlines Inc.,PHX,ORD,Afternoon,Short Haul,-2.0,30.78,0.3814,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,True
2023-04-13,American Airlines Inc.,LAX,FLL,Evening,Medium Haul,-6.0,32.76,0.4168,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-16,American Airlines Inc.,FLL,LAX,Evening,Medium Haul,114.0,44.52,0.5217,30.0,15.0,114.0,99.0,342.0,312.0,30.0,False
2023-04-21,American Airlines Inc.,FLL,LAX,Evening,Medium Haul,20.0,58.68,0.6408,30.0,23.36,20.0,0.0,60.0,23.36,36.64,False
2023-04-18,American Airlines Inc.,ORD,LGA,Evening,Short Haul,90.0,30.4,0.3414,30.0,30.0,90.0,60.0,270.0,210.0,60.0,False
2023-04-26,American Airlines Inc.,BOS,DFW,Morning,Medium Haul,2.0,19.2,0.2282,19.2,19.2,2.0,0.0,6.0,19.2,-13.2,True
2023-04-14,American Airlines Inc.,JAX,ORD,Afternoon,Short Haul,240.0,31.23,0.4012,30.0,30.0,240.0,210.0,720.0,660.0,60.0,False
2023-04-13,American Airlines Inc.,PIT,DFW,Morning,Short Haul,16.0,23.6,0.2853,23.6,23.6,16.0,0.0,48.0,23.6,24.4,False
2023-04-16,American Airlines Inc.,ORD,FLL,Afternoon,Short Haul,4.0,27.49,0.3777,27.49,27.49,4.0,0.0,12.0,27.49,-15.49,True
2023-04-12,American Airlines Inc.,PHL,MIA,Morning,Short Haul,135.0,27.25,0.2494,27.25,27.25,135.0,107.75,405.0,350.49,54.51,True
2023-04-22,American Airlines Inc.,PBI,DCA,Morning,Short Haul,40.0,23.31,0.2618,23.31,23.31,40.0,16.69,120.0,73.37,46.63,False
2023-04-07,American Airlines Inc.,CLE,CLT,Morning,Short Haul,0.0,18.3,0.2446,18.3,18.3,0.0,0.0,0.0,18.3,-18.3,False
2023-04-05,American Airlines Inc.,JAX,DFW,Night,Short Haul,-8.0,21.36,0.2163,21.36,21.36,0.0,0.0,0.0,21.36,-21.36,False
2023-04-05,American Airlines Inc.,BWI,ORD,Morning,Short Haul,-10.0,20.26,0.2508,20.26,20.26,0.0,0.0,0.0,20.26,-20.26,False
2023-04-03,American Airlines Inc.,CLT,SFO,Evening,Medium Haul,21.0,31.04,0.3819,30.0,30.0,21.0,0.0,63.0,30.0,33.0,False
2023-04-22,American Airlines Inc.,DFW,LGA,Afternoon,Short Haul,133.0,28.14,0.3401,28.14,28.14,133.0,104.86,399.0,342.73,56.27,False
2023-04-30,American Airlines Inc.,DFW,LGA,Afternoon,Short Haul,2.0,28.35,0.3357,28.35,28.35,2.0,0.0,6.0,28.35,-22.35,False
2023-04-22,American Airlines Inc.,IND,PHL,Morning,Short Haul,240.0,23.45,0.2495,23.45,23.45,240.0,216.55,720.0,673.1,46.9,False
2023-04-05,American Airlines Inc.,FLL,ORD,Morning,Short Haul,-3.0,21.71,0.2743,21.71,21.71,0.0,0.0,0.0,21.71,-21.71,False
2023-04-20,American Airlines Inc.,ICT,DFW,Evening,Short Haul,1.0,30.55,0.3923,30.0,30.0,1.0,0.0,3.0,30.0,-27.0,False
2023-04-23,American Airlines Inc.,IND,DFW,Afternoon,Short Haul,-4.0,26.44,0.331,26.44,26.44,0.0,0.0,0.0,26.44,-26.44,False
2023-04-05,American Airlines Inc.,TPA,ORD,Morning,Short Haul,-2.0,21.99,0.2522,21.99,21.99,0.0,0.0,0.0,21.99,-21.99,False
2023-04-09,American Airlines Inc.,CVG,DFW,Afternoon,Short Haul,5.0,25.42,0.319,25.42,20.83,5.0,0.0,15.0,20.83,-5.83,True
2023-04-20,American Airlines Inc.,CVG,DFW,Afternoon,Short Haul,-3.0,31.87,0.3753,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,True
2023-04-19,American Airlines Inc.,LAX,DFW,Evening,Short Haul,15.0,30.5,0.3387,30.0,30.0,15.0,0.0,45.0,30.0,15.0,False
2023-04-25,American Airlines Inc.,MFE,DFW,Morning,Short Haul,10.0,22.89,0.2506,22.89,22.89,10.0,0.0,30.0,22.89,7.11,True
2023-04-19,American Airlines Inc.,DFW,OKC,Afternoon,Short Haul,1.0,32.94,0.3777,30.0,30.0,1.0,0.0,3.0,30.0,-27.0,False
2023-04-15,American Airlines Inc.,DFW,RDU,Evening,Short Haul,-1.0,37.02,0.4364,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-26,American Airlines Inc.,DCA,DFW,Morning,Short Haul,-5.0,17.2,0.2183,17.2,17.2,0.0,0.0,0.0,17.2,-17.2,True
2023-04-05,American Airlines Inc.,PHL,ORD,Morning,Short Haul,-4.0,18.09,0.2192,18.09,18.09,0.0,0.0,0.0,18.09,-18.09,False
2023-04-20,American Airlines Inc.,ONT,DFW,Afternoon,Short Haul,95.0,28.74,0.3567,28.74,28.74,95.0,66.26,285.0,227.52,57.48,True
2023-04-02,American Airlines Inc.,EYW,DFW,Afternoon,Short Haul,-5.0,30.59,0.357,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,True
2023-04-06,American Airlines Inc.,CLT,IAH,Afternoon,Short Haul,10.0,31.12,0.4129,30.0,30.0,10.0,0.0,30.0,30.0,0.0,False
2023-04-19,American Airlines Inc.,DFW,MCI,Evening,Short Haul,7.0,36.01,0.4198,30.0,30.0,7.0,0.0,21.0,30.0,-9.0,False
2023-04-10,American Airlines Inc.,CLT,MIA,Afternoon,Short Haul,10.0,24.55,0.2954,24.55,24.55,10.0,0.0,30.0,24.55,5.45,False
2023-04-20,American Airlines Inc.,XNA,DFW,Evening,Short Haul,57.0,40.05,0.5733,30.0,30.0,57.0,27.0,171.0,111.0,60.0,False
2023-04-10,American Airlines Inc.,GSO,DFW,Afternoon,Short Haul,12.0,26.27,0.2895,26.27,26.27,12.0,0.0,36.0,26.27,9.73,False
2023-04-01,American Airlines Inc.,MCO,PHL,Afternoon,Short Haul,3.0,29.53,0.4459,29.53,29.53,3.0,0.0,9.0,29.53,-20.53,False
2023-04-23,American Airlines Inc.,MIA,STT,Morning,Short Haul,-4.0,22.82,0.2404,22.82,22.82,0.0,0.0,0.0,22.82,-22.82,False
2023-04-14,American Airlines Inc.,STT,MIA,Afternoon,Short Haul,3.0,31.61,0.393,30.0,30.0,3.0,0.0,9.0,30.0,-21.0,True
2023-04-10,American Airlines Inc.,MCO,MIA,Afternoon,Short Haul,-5.0,34.26,0.3793,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-20,American Airlines Inc.,PDX,DFW,Afternoon,Medium Haul,4.0,26.25,0.3682,26.25,26.25,4.0,0.0,12.0,26.25,-14.25,True
2023-04-02,American Airlines Inc.,MCO,DCA,Afternoon,Short Haul,6.0,33.45,0.4224,30.0,30.0,6.0,0.0,18.0,30.0,-12.0,False
2023-04-05,American Airlines Inc.,BOS,DFW,Morning,Medium Haul,-3.0,18.47,0.2199,18.47,18.47,0.0,0.0,0.0,18.47,-18.47,True
2023-04-30,American Airlines Inc.,ORD,LGA,Afternoon,Short Haul,116.0,28.77,0.4993,28.77,28.77,116.0,87.23,348.0,290.47,57.53,False
2023-04-05,American Airlines Inc.,BOS,DFW,Morning,Medium Haul,-5.0,18.47,0.2199,18.47,18.47,0.0,0.0,0.0,18.47,-18.47,True
2023-04-20,American Airlines Inc.,SNA,DFW,Morning,Short Haul,4.0,18.65,0.2354,18.65,18.65,4.0,0.0,12.0,18.65,-6.65,True
2023-04-26,American Airlines Inc.,SNA,DFW,Morning,Short Haul,9.0,20.69,0.2529,20.69,20.69,9.0,0.0,27.0,20.69,6.31,True
2023-04-20,American Airlines Inc.,ONT,DFW,Afternoon,Short Haul,7.0,28.74,0.3567,28.74,28.74,7.0,0.0,21.0,28.74,-7.74,True
2023-04-14,American Airlines Inc.,EYW,CLT,Morning,Short Haul,2.0,26.21,0.2717,26.21,26.21,2.0,0.0,6.0,26.21,-20.21,True
2023-04-04,American Airlines Inc.,EWR,CLT,Morning,Short Haul,12.0,17.61,0.2424,17.61,17.61,12.0,0.0,36.0,17.61,18.39,False
2023-04-22,American Airlines Inc.,PHX,EWR,Afternoon,Medium Haul,11.0,32.36,0.3919,30.0,30.0,11.0,0.0,33.0,30.0,3.0,True
2023-04-26,American Airlines Inc.,DEN,PHL,Afternoon,Medium Haul,21.0,30.81,0.3926,30.0,30.0,21.0,0.0,63.0,30.0,33.0,False
2023-04-02,American Airlines Inc.,PSP,DFW,Morning,Short Haul,32.0,22.82,0.2818,22.82,22.82,32.0,9.18,96.0,50.36,45.64,True
2023-04-20,American Airlines Inc.,PSP,DFW,Afternoon,Short Haul,22.0,29.8,0.3754,29.8,29.8,22.0,0.0,66.0,29.8,36.2,True
2023-04-24,American Airlines Inc.,EWR,PHX,Afternoon,Medium Haul,2.0,37.58,0.3906,30.0,30.0,2.0,0.0,6.0,30.0,-24.0,False
2023-04-20,American Airlines Inc.,SRQ,DFW,Afternoon,Short Haul,30.0,29.17,0.3925,29.17,29.17,30.0,0.83,90.0,31.65,58.35,True
2023-04-22,American Airlines Inc.,PWM,CLT,Morning,Short Haul,-5.0,16.77,0.1975,16.77,16.77,0.0,0.0,0.0,16.77,-16.77,False
2023-04-29,American Airlines Inc.,DFW,XNA,Evening,Short Haul,36.0,35.48,0.4231,30.0,30.0,36.0,6.0,108.0,48.0,60.0,False
2023-04-05,American Airlines Inc.,RDU,DFW,Morning,Short Haul,-3.0,20.59,0.2344,20.59,20.59,0.0,0.0,0.0,20.59,-20.59,True
2023-04-18,American Airlines Inc.,DFW,SEA,Morning,Medium Haul,20.0,22.69,0.3031,22.69,22.69,20.0,0.0,60.0,22.69,37.31,True
2023-04-10,American Airlines Inc.,DCA,MIA,Afternoon,Short Haul,0.0,25.27,0.3092,25.27,25.27,0.0,0.0,0.0,25.27,-25.27,False
2023-04-16,American Airlines Inc.,DCA,MIA,Afternoon,Short Haul,-1.0,31.09,0.3748,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,False
2023-04-22,American Airlines Inc.,STL,PHX,Afternoon,Short Haul,14.0,27.4,0.3522,27.4,27.4,14.0,0.0,42.0,27.4,14.6,False
2023-04-04,American Airlines Inc.,DFW,MSN,Evening,Short Haul,-6.0,38.43,0.3665,30.0,17.1,0.0,0.0,0.0,17.1,-17.1,False
2023-04-11,American Airlines Inc.,LGA,MIA,Afternoon,Short Haul,4.0,28.66,0.3091,28.66,28.66,4.0,0.0,12.0,28.66,-16.66,False
2023-04-05,American Airlines Inc.,DFW,LGA,Afternoon,Short Haul,38.0,32.81,0.4242,30.0,26.53,38.0,11.47,114.0,60.94,53.06,False
2023-04-22,American Airlines Inc.,DFW,LGA,Afternoon,Short Haul,-1.0,28.14,0.3401,28.14,28.14,0.0,0.0,0.0,28.14,-28.14,False
2023-04-23,American Airlines Inc.,JFK,STT,Afternoon,Medium Haul,-11.0,35.97,0.3483,30.0,15.22,0.0,0.0,0.0,15.22,-15.22,False
2023-04-24,American Airlines Inc.,JFK,STT,Afternoon,Medium Haul,76.0,32.2,0.4044,30.0,30.0,76.0,46.0,228.0,168.0,60.0,False
2023-04-30,American Airlines Inc.,MIA,JFK,Afternoon,Short Haul,33.0,32.94,0.4139,30.0,15.0,33.0,18.0,99.0,69.0,30.0,False
2023-04-09,American Airlines Inc.,DFW,SNA,Evening,Short Haul,-9.0,24.17,0.2876,24.17,24.17,0.0,0.0,0.0,24.17,-24.17,False
2023-04-26,American Airlines Inc.,DFW,SNA,Evening,Short Haul,58.0,39.15,0.5475,30.0,16.84,58.0,41.16,174.0,140.31,33.69,False
2023-04-05,American Airlines Inc.,DFW,LGA,Afternoon,Short Haul,32.0,32.81,0.4242,30.0,30.0,32.0,2.0,96.0,36.0,60.0,False
2023-04-16,American Airlines Inc.,ORD,MIA,Afternoon,Short Haul,7.0,27.49,0.3777,27.49,27.49,7.0,0.0,21.0,27.49,-6.49,False
2023-04-12,American Airlines Inc.,JFK,MIA,Morning,Short Haul,-11.0,21.86,0.2416,21.86,21.86,0.0,0.0,0.0,21.86,-21.86,True
2023-04-20,American Airlines Inc.,MIA,DFW,Afternoon,Short Haul,119.0,30.33,0.3971,30.0,30.0,119.0,89.0,357.0,297.0,60.0,True
2023-04-26,American Airlines Inc.,CLT,DFW,Morning,Short Haul,-4.0,19.08,0.217,19.08,19.08,0.0,0.0,0.0,19.08,-19.08,True
2023-04-14,American Airlines Inc.,EYW,DFW,Afternoon,Short Haul,22.0,31.92,0.4019,30.0,30.0,22.0,0.0,66.0,30.0,36.0,True
2023-04-01,American Airlines Inc.,LAX,BOS,Morning,Medium Haul,-9.0,18.66,0.2213,18.66,18.66,0.0,0.0,0.0,18.66,-18.66,False
2023-04-20,American Airlines Inc.,AMA,DFW,Evening,Short Haul,17.0,36.23,0.4011,30.0,30.0,17.0,0.0,51.0,30.0,21.0,False
2023-04-05,American Airlines Inc.,DCA,DFW,Afternoon,Short Haul,71.0,31.48,0.3696,30.0,30.0,71.0,41.0,213.0,153.0,60.0,True
2023-04-15,American Airlines Inc.,ATL,DCA,Afternoon,Short Haul,12.0,28.55,0.3554,28.55,16.44,12.0,0.0,36.0,16.44,19.56,True
2023-04-20,American Airlines Inc.,PHX,CLT,Morning,Medium Haul,-5.0,23.34,0.3002,23.34,23.34,0.0,0.0,0.0,23.34,-23.34,False
2023-04-12,American Airlines Inc.,DCA,MIA,Afternoon,Short Haul,3.0,31.36,0.3671,30.0,30.0,3.0,0.0,9.0,30.0,-21.0,True
2023-04-20,American Airlines Inc.,LAX,ORD,Afternoon,Medium Haul,-2.0,30.53,0.3911,30.0,30.0,0.0,0.0,0.0,30.0,-30.0,True
2023-04-22,American Airlines Inc.,JFK,CLT,Morning,Short Haul,-9.0,25.41,0.2557,25.41,25.41,0.0,0.0,0.0,25.41,-25.41,False
2023-04-19,American Airlines Inc.,CLT,EYW,Afternoon,Short Haul,-3.0,27.47,0.3191,27.47,27.47,0.0,0.0,0.0,27.47,-27.47,False
2023-04-14,American Airlines Inc.,EYW,CLT,Afternoon,Short Haul,3.0,31.92,0.4019,30.0,30.0,3.0,0.0,9.0,30.0,-21.0,True
2023-04-02,American Airlines Inc.,MKE,DFW,Afternoon,Short Haul,4.0,28.29,0.3523,28.29,28.29,4.0,0.0,12.0,28.29,-16.29,True
2023-04-14,American Airlines Inc.,EYW,PHL,Afternoon,Short Haul,36.0,31.92,0.4019,30.0,30.0,36.0,6.0,108.0,48.0,60.0,False
2023-04-22,American Airlines Inc.,EYW,PHL,Afternoon,Short Haul,42.0,32.29,0.4275,30.0,30.0,42.0,12.0,126.0,66.0,60.0,False
2023-04-02,American Airlines Inc.,MIA,DFW,Afternoon,Short Haul,11.0,29.44,0.4093,29.44,29.44,11.0,0.0,33.0,29.44,3.56,True
2023-04-02,American Airlines Inc.,FAT,DFW,Morning,Short Haul,-4.0,17.84,0.2279,17.84,17.84,0.0,0.0,0.0,17.84,-17.84,True
2023-04-20,American Airlines Inc.,IAH,DFW,Evening,Short Haul,-3.0,55.36,0.5778,30.0,15.0,0.0,0.0,0.0,15.0,-15.0,False
2023-04-22,American Airlines Inc.,MCO,DCA,Morning,Short Haul,-4.0,24.97,0.2645,24.97,24.97,0.0,0.0,0.0,24.97,-24.97,False
2023-04-20,American Airlines Inc.,DFW,IAH,Afternoon,Short Haul,153.0,37.08,0.5027,30.0,30.0,153.0,123.0,459.0,399.0,60.0,True
2023-04-28,American Airlines Inc.,IAH,DFW,Afternoon,Short Haul,10.0,36.54,0.4386,30.0,30.0,10.0,0.0,30.0,30.0,0.0,True
2023-04-30,American Airlines Inc.,BOS,CLT,Afternoon,Short Haul,17.0,29.13,0.4566,29.13,29.13,17.0,0.0,51.0,29.13,21.87,False
2023-04-20,American Airlines Inc.,DFW,ORD,Morning,Short Haul,-3.0,28.7,0.2699,28.7,27.37,0.0,0.0,0.0,27.37,-27.37,True
2023-04-27,American Airlines Inc.,DFW,JAC,Morning,Short Haul,-2.0,19.82,0.2317,19.82,19.82,0.0,0.0,0.0,19.82,-19.82,False
2023-04-05,American Airlines Inc.,RDU,LGA,Evening,Short Haul,42.0,30.23,0.3972,30.0,30.0,42.0,12.0,126.0,66.0,60.0,False
2023-04-27,American Airlines Inc.,CLT,JAX,Evening,Short Haul,2.0,57.49,0.5015,30.0,30.0,2.0,0.0,6.0,30.0,-24.0,False
2023-04-20,American Airlines Inc.,DEN,DFW,Afternoon,Short Haul,0.0,27.47,0.3643,27.47,27.47,0.0,0.0,0.0,27.47,-27.47,True
2023-04-02,American Airlines Inc.,SJU,CLT,Morning,Short Haul,-11.0,19.97,0.2329,19.97,19.97,0.0,0.0,0.0,19.97,-19.97,False
2023-04-20,American Airlines Inc.,LAS,DFW,Afternoon,Short Haul,196.0,27.05,0.3296,27.05,27.05,196.0,168.95,588.0,533.9,54.1,True
2023-04-12,American Airlines Inc.,PHL,FLL,Afternoon,Short Haul,10.0,32.48,0.3663,30.0,30.0,10.0,0.0,30.0,30.0,0.0,False
2023-04-20,American Airlines Inc.,EWR,ORD,Afternoon,Short Haul,-2.0,24.24,0.3163,24.24,24.24,0.0,0.0,0.0,24.24,-24.24,True
2023-04-22,American Airlines Inc.,DFW,EWR,Afternoon,Short Haul,205.0,28.14,0.3401,28.14,28.14,205.0,176.86,615.0,558.73,56.27,True
